id,sentence_text,kote_pos,kote_neg,kote_neutral,raw_model_label,applied_rule,corrected_label,override_score,is_last,total_sentences,model_label_at_capture
263,업무에 대한 관심이 많음,0.3999,0.2433,0.3567,positive,rule3_last_low,negative,-0.6432,True,1,negative
262,"관리처 직원들의 업무 역량향상에 많은 노력을 하시며, 업무량 경감을 위해서 형식적인 보고서를",0.4337,0.5155,0.0507,negative,rule4_default,negative,-0.0818,False,2,negative
261,중요한 항목 및 핵심적인 항목을 찾아 업무지시를 함,0.1557,0.0838,0.7605,neutral,neutral_dominant,neutral,0.0,True,1,neutral
260,최신 지식 정보를 꾸준히 학습,0.4644,0.0273,0.5083,neutral,neutral_dominant,neutral,0.0,True,1,neutral
259,"오지, 취약사업소 임에도 무재해, 무고장 성과",0.3316,0.5226,0.1458,negative,rule3_last_low,negative,-0.8542,True,1,negative
258,목표를 위한 구체적 전략을 제시한다,0.171,0.0592,0.7698,neutral,neutral_dominant,neutral,0.0,True,1,neutral
257,목표와 방향성을 명확히 제사하여 부서원의 집중도를 높임,0.4328,0.0329,0.5343,neutral,neutral_dominant,neutral,0.0,True,1,neutral
256,자기개발에 힘쓰고 학구열이 높음,0.3884,0.1275,0.4841,neutral,neutral_dominant,neutral,0.0,True,2,neutral
255,"금품향응수수, 인산청탁 등의 부당한 사적이익을 취득하지 않음",0.1737,0.1346,0.6916,neutral,neutral_dominant,neutral,0.0,True,1,neutral
254,여러 가지 상황들의 연관관계를 분석하여 의사결정 한다,0.2686,0.0364,0.695,neutral,neutral_dominant,neutral,0.0,True,1,neutral
253,부서장이나 직원들에게 업무 외적으로 불필요한 지시를 하지 않음,0.329,0.1341,0.5369,neutral,neutral_dominant,neutral,0.0,True,1,neutral
252,전략 및 계획 변경을 통한 구체적 변화 창조,0.3612,0.0669,0.5718,neutral,neutral_dominant,neutral,0.0,True,1,neutral
251,수평적 의사소통과 강압적이지않다,0.3706,0.1823,0.447,neutral,neutral_dominant,neutral,0.0,True,1,neutral
250,본부장 이름도 모르겠음,0.0177,0.9626,0.0197,negative,rule4_default,negative,-0.9449,True,1,negative
249,같이 일해 본적이 없어서 잘 모르겠어요,0.0416,0.8893,0.0691,negative,rule4_default,negative,-0.8477,True,1,negative
248,업무에 대한 관심이 많음,0.3999,0.2433,0.3567,positive,rule3_last_low,negative,-0.6432,True,2,negative
247,직접 마주할일이 없어 잘 모르겠습니다,0.0858,0.8076,0.1066,negative,rule4_default,negative,-0.7218,True,1,negative
246,별로 마주칠 일이 없어서 모르겠음,0.1014,0.7909,0.1076,negative,rule4_default,negative,-0.6895,True,1,negative
245,조직의 핵심 성과를 달성하기 위한 지시를 많이 함,0.3136,0.1215,0.5649,neutral,neutral_dominant,neutral,0.0,True,1,neutral
244,수평적 의사소통으로 구성원들의 자발적 참여를 유도함,0.4583,0.0271,0.5146,neutral,neutral_dominant,neutral,0.0,True,1,neutral
243,구성원들의 자발적 참여를 유도함,0.2924,0.0544,0.6532,neutral,neutral_dominant,neutral,0.0,True,2,neutral
242,목표를 위한 구체적 전략적 제시,0.2205,0.1512,0.6284,neutral,neutral_dominant,neutral,0.0,True,1,neutral
241,ㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇ,0.1728,0.1368,0.6904,neutral,neutral_dominant,neutral,0.0,True,1,neutral
240,명확한 업무지시와 일버리기에 앞장섬,0.0559,0.8537,0.0904,negative,rule4_default,negative,-0.7978,True,1,negative
239,불필요한 행사를 만들지 않는다,0.1709,0.5999,0.2293,negative,rule4_default,negative,-0.429,True,1,negative
238,뵌 적이 없어서 잘 모르겠습니다,0.0699,0.7865,0.1436,negative,rule4_default,negative,-0.7166,True,1,negative
237,"업무에 대한 전문성, 리더십",0.4086,0.446,0.1454,negative,rule3_last_low,negative,-0.8546,True,1,negative
236,뵙지를 못해 잘 모르겠습니다,0.0691,0.9107,0.0202,negative,rule4_default,negative,-0.8416,True,1,negative
235,전문가적 지식과 분석적 사고력을 바탕으로 전력설비의 취약점 개선,0.3853,0.0351,0.5796,neutral,neutral_dominant,neutral,0.0,True,1,neutral
234,업무에 열성적입니다,0.4115,0.3886,0.1999,positive,rule3_last_low,negative,-0.8001,True,1,negative
233,목표를 위한 구체적 전략을 제시하고 적기에 필요한 지시를 함,0.1846,0.043,0.7723,neutral,neutral_dominant,neutral,0.0,True,1,neutral
232,수평적 의사소통으로 전직원의 화합을 강조,0.3272,0.0567,0.6161,neutral,neutral_dominant,neutral,0.0,True,1,neutral
231,인사이동후 대면한 적이 없어서 평가 할 수가 없습니다,0.0893,0.5615,0.3493,negative,rule4_default,negative,-0.4722,True,1,negative
230,"잘 모르겟습니다, 많이 뵌적이 없습니다",0.0856,0.5391,0.3753,negative,rule4_default,negative,-0.4535,True,1,negative
229,매사에 열정적임,0.4956,0.3328,0.1716,positive,rule3_last_low,negative,-0.8284,True,1,negative
228,수평적인 의사소통과 적극적인 대외 활동,0.3414,0.025,0.6336,neutral,neutral_dominant,neutral,0.0,True,1,neutral
227,수평적 의사소통과 솔선수범,0.4526,0.0518,0.4955,neutral,neutral_dominant,neutral,0.0,True,1,neutral
226,업무열의가 높음,0.0477,0.922,0.0304,negative,rule4_default,negative,-0.8743,True,1,negative
225,수평적 의사소통을 통한 직원들의 자발적 참여를 유도함,0.4498,0.0342,0.5159,neutral,neutral_dominant,neutral,0.0,True,1,neutral
224,조직원들의 자발적 참여 유도함,0.0936,0.1125,0.7939,neutral,neutral_dominant,neutral,0.0,True,1,neutral
223,호기심이 많음 업무관련 자료수집,0.3119,0.107,0.5811,neutral,neutral_dominant,neutral,0.0,True,1,neutral
222,도전적 목표를 설정한다,0.3689,0.0357,0.5954,neutral,neutral_dominant,neutral,0.0,True,1,neutral
221,안전에 관심이 많음,0.2489,0.213,0.5381,neutral,neutral_dominant,neutral,0.0,True,1,neutral
220,최신 지식·정보를 꾸준히 학습,0.431,0.0249,0.5441,neutral,neutral_dominant,neutral,0.0,True,1,neutral
219,조직원들의 자율성을 존중해서 스스로 해나갈수 있도록 유도함,0.4537,0.058,0.4883,neutral,neutral_dominant,neutral,0.0,True,1,neutral
218,가능한 자원을 최대한 동원하여 도전적 목표 설정 후 이루고자 함,0.4705,0.0359,0.4935,neutral,neutral_dominant,neutral,0.0,True,1,neutral
217,수평적 의사소통이 있음,0.4238,0.0781,0.4981,neutral,neutral_dominant,neutral,0.0,True,1,neutral
216,도전적 목표 설정,0.2795,0.056,0.6645,neutral,neutral_dominant,neutral,0.0,True,1,neutral
215,구성원들의 자발적 참여를 유도함,0.2924,0.0544,0.6532,neutral,neutral_dominant,neutral,0.0,True,1,neutral
214,조직이 추구하는 업무방향 이해,0.319,0.0387,0.6423,neutral,neutral_dominant,neutral,0.0,True,1,neutral
213,"환경 변화를 감지, 예측",0.3099,0.1452,0.5449,neutral,neutral_dominant,neutral,0.0,True,1,neutral
212,회의나 업무진행시 의견을 명확히 전달함,0.3129,0.0827,0.6043,neutral,neutral_dominant,neutral,0.0,True,1,neutral
211,유연하고 구체적인 계획 수립,0.4349,0.055,0.5101,neutral,neutral_dominant,neutral,0.0,True,1,neutral
210,의사소통과 리더쉽으로 문제해결하며 구성원들의 참여 유발,0.3876,0.0274,0.585,neutral,neutral_dominant,neutral,0.0,True,1,neutral
209,수평적 의사소통으로 구성원들의 자발적 참여를 유도함,0.4583,0.0271,0.5146,neutral,neutral_dominant,neutral,0.0,True,1,neutral
208,일반적인 관리자의 업무 형태,0.1469,0.6335,0.2196,negative,rule4_default,negative,-0.4866,True,1,negative
207,구성원들의 자발적 참여를 유도함,0.2924,0.0544,0.6532,neutral,neutral_dominant,neutral,0.0,True,1,neutral
206,업무에 대한 이해가 높으며 관심을 갖음,0.4336,0.0295,0.5369,neutral,neutral_dominant,neutral,0.0,True,1,neutral
205,비논리적인 말을 하는 것 같지 않음,0.0605,0.8333,0.1062,negative,rule4_default,negative,-0.7728,True,1,negative
204,목표를 위한 구체적 전력제시,0.2642,0.2712,0.4646,neutral,neutral_dominant,neutral,0.0,True,1,neutral
203,목표를 위한 구체적인 전략제시 및 조직비전 달성,0.4563,0.0577,0.486,neutral,neutral_dominant,neutral,0.0,True,1,neutral
202,직원과의 수평적 의사소통,0.3814,0.1057,0.5129,neutral,neutral_dominant,neutral,0.0,True,1,neutral
201,목표를 위한 구체적 전략 제시,0.2307,0.1319,0.6374,neutral,neutral_dominant,neutral,0.0,True,1,neutral
200,전반적인 관리처 관리 시행,0.3566,0.2728,0.3707,neutral,neutral_dominant,neutral,0.0,True,1,neutral
199,우선순위에 따른 업무 추진,0.2497,0.0565,0.6937,neutral,neutral_dominant,neutral,0.0,True,1,neutral
198,구성원들의 자발적 참여를 유도함,0.2924,0.0544,0.6532,neutral,neutral_dominant,neutral,0.0,True,1,neutral
197,"리더십 발휘, 구성원들 참여 유도",0.2673,0.0789,0.6537,neutral,neutral_dominant,neutral,0.0,True,1,neutral
196,문제를 인식하는 능력,0.2274,0.4801,0.2924,negative,rule4_default,negative,-0.2527,True,1,negative
195,업무 중요성 판단 능력,0.3353,0.2207,0.444,neutral,neutral_dominant,neutral,0.0,True,1,neutral
194,조직을 통솔함에 있어 구성원들의 자발적 참여를 유도,0.3073,0.1216,0.5711,neutral,neutral_dominant,neutral,0.0,True,1,neutral
193,수평적 의사소통 수평적 의사소통,0.1555,0.2395,0.605,neutral,neutral_dominant,neutral,0.0,True,1,neutral
192,핵심성과 도출과 목표를 위한 구체적 전략제시를 한다,0.2333,0.0998,0.6669,neutral,neutral_dominant,neutral,0.0,True,1,neutral
191,조직이 추구하는 업무방향 이해성이 높음,0.2189,0.5425,0.2386,negative,rule4_default,negative,-0.3236,True,1,negative
190,비전과 정책을 명확히 제시,0.2815,0.4545,0.264,negative,rule3_last_low,negative,-0.736,True,1,negative
189,전문적인 지식을 바탕으로 업무처리를 시행함,0.4669,0.0295,0.5036,neutral,neutral_dominant,neutral,0.0,True,1,neutral
188,"리더십, 업무전문성, 창의력",0.5096,0.3169,0.1736,positive,rule3_last_low,negative,-0.8265,True,1,negative
187,구성원들의 자발적으로 유도함,0.1806,0.1971,0.6223,neutral,neutral_dominant,neutral,0.0,True,2,neutral
186,조직이 추구하는 업무방향 이해,0.319,0.0387,0.6423,neutral,neutral_dominant,neutral,0.0,True,1,neutral
185,리더로써 문제해결을 적극적으로 대화로써 해결,0.1685,0.812,0.0194,negative,rule4_default,negative,-0.6435,False,2,negative
184,전력지사에 대한 이해도,0.1119,0.8033,0.0848,negative,rule4_default,negative,-0.6914,True,1,negative
183,안전에 대한 열의가 강함,0.3698,0.3607,0.2695,positive,rule3_last_low,negative,-0.7305,True,1,negative
182,업무열의와 전문성 그리고 윤리의식이 투절함,0.0242,0.9678,0.0081,negative,rule4_default,negative,-0.9436,True,1,negative
181,성과 기여도 업무열의,0.3055,0.5908,0.1037,negative,rule4_default,negative,-0.2853,True,1,negative
180,"환경 변화를 감지,에측",0.1996,0.1047,0.6957,neutral,neutral_dominant,neutral,0.0,True,1,neutral
178,수평적 의사소통,0.1896,0.0696,0.7407,neutral,neutral_dominant,neutral,0.0,True,1,neutral
179,수평적 업무지시로 문제해결,0.3008,0.0793,0.6199,neutral,neutral_dominant,neutral,0.0,True,1,neutral
177,수평적 의사소통 리더쉽,0.3766,0.0443,0.5791,neutral,neutral_dominant,neutral,0.0,True,1,neutral
176,사업소장으로서 리더쉽이 강함,0.4525,0.3841,0.1635,positive,rule3_last_low,negative,-0.8366,True,1,negative
175,"부하직원 독려, 전문성",0.0546,0.9354,0.01,negative,rule4_default,negative,-0.8808,True,1,negative
174,우선 순위를 정하여 해결책 제시,0.3631,0.3975,0.2394,negative,rule3_last_low,negative,-0.7606,True,1,negative
173,업무열의가 있으며 직원들에게 관심이 있음,0.3032,0.2054,0.4914,neutral,neutral_dominant,neutral,0.0,True,1,neutral
172,수평적 의사소통,0.1896,0.0696,0.7407,neutral,neutral_dominant,neutral,0.0,True,1,neutral
171,중장기 경영전략 및 목표에 따른 전략적 핵심방향 제시,0.283,0.0559,0.6611,neutral,neutral_dominant,neutral,0.0,True,1,neutral
170,잘모르겠음,0.0733,0.7712,0.1555,negative,rule4_default,negative,-0.6979,True,1,negative
169,ㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈ,0.0805,0.5963,0.3231,negative,rule4_default,negative,-0.5158,True,1,negative
168,리더쉽이강함,0.293,0.5901,0.1169,negative,rule4_default,negative,-0.2971,True,1,negative
167,ㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂ,0.1071,0.2818,0.6111,neutral,neutral_dominant,neutral,0.0,True,1,neutral
166,도전적 목표설정으로 가능한 자원을 최대한 동원하여 성과를 극대화시키고 비용절감하려는 의도가 높음,0.3151,0.0806,0.6043,neutral,neutral_dominant,neutral,0.0,True,1,neutral
165,사업소 안전 및 업무평가에 대한 조직목표 달성에 적극적인 마인드,0.3406,0.0392,0.6202,neutral,neutral_dominant,neutral,0.0,True,1,neutral
164,온화하고 부드러운 업무처리 조직통솔에 무난함,0.9365,0.015,0.0485,positive,neutral_keyword,neutral,0.0,True,1,neutral
163,ㄴㅇㄻㅇㄴㄹㅇㄴㄹㅇㄴㄹㅇㄻㄴㅇㄹ,0.0978,0.1745,0.7277,neutral,neutral_dominant,neutral,0.0,True,1,neutral
161,수평적 의사소통으로 구성원들의 자발적으로 참여를 유도함,0.4371,0.0265,0.5363,neutral,neutral_dominant,neutral,0.0,True,1,neutral
162,구성원들의 자발적 참여를 유도함,0.2924,0.0544,0.6532,neutral,neutral_dominant,neutral,0.0,True,1,neutral
160,수평적 리더십,0.1942,0.2505,0.5554,neutral,neutral_dominant,neutral,0.0,True,1,neutral
159,수평적인 의사소통과 적극적인 대외 활동,0.3414,0.025,0.6336,neutral,neutral_dominant,neutral,0.0,True,1,neutral
158,무작위 부서원들과 소통하는 자리도 만들어 지사 인원들의 의견을 수렴함,0.4568,0.0213,0.5219,neutral,neutral_dominant,neutral,0.0,True,2,neutral
157,수평적인 의사소통으로 리더쉽으로 문제해결,0.3184,0.0407,0.6409,neutral,neutral_dominant,neutral,0.0,True,1,neutral
156,수평적 의사소통을 하려고는 함,0.0961,0.7284,0.1756,negative,rule4_default,negative,-0.6323,True,1,negative
155,직원들의 자발적 참여 유도함,0.1358,0.1357,0.7285,neutral,neutral_dominant,neutral,0.0,True,1,neutral
154,협업능력 윤리의식 업무열의,0.2358,0.7207,0.0435,negative,rule4_default,negative,-0.4849,True,1,negative
153,ㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂ,0.1056,0.2875,0.6069,neutral,neutral_dominant,neutral,0.0,True,1,neutral
152,수평적 의사소통,0.1896,0.0696,0.7407,neutral,neutral_dominant,neutral,0.0,True,1,neutral
151,ㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂ,0.107,0.2702,0.6228,neutral,neutral_dominant,neutral,0.0,True,1,neutral
150,ㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂ,0.1071,0.2818,0.6111,neutral,neutral_dominant,neutral,0.0,True,1,neutral
149,부드러운 권위와 소통을 통해 직원들의 자발적 참여를 유도함,0.4363,0.0368,0.5269,neutral,neutral_dominant,neutral,0.0,True,1,neutral
148,"리더십, 소통능력, 자기계발, 솔선수범",0.5224,0.3329,0.1447,positive,rule3_last_low,negative,-0.8553,True,1,negative
147,직원과의 소통이 원할하다,0.3117,0.1934,0.4949,neutral,neutral_dominant,neutral,0.0,True,1,neutral
146,수평적 업무지시,0.0772,0.5513,0.3714,negative,rule4_default,negative,-0.4741,True,1,negative
145,장점 서술사항은 없습니다,0.1047,0.252,0.6434,neutral,neutral_dominant,neutral,0.0,True,1,neutral
144,구성원들의 자발적 참여 유도함,0.195,0.0954,0.7096,neutral,neutral_dominant,neutral,0.0,True,1,neutral
143,전문적인 지식과 수평적 마인드 보유,0.4522,0.0941,0.4537,neutral,neutral_dominant,neutral,0.0,True,1,neutral
142,문제해결에 구성원들의 자발적 참여를 유도함,0.3035,0.0708,0.6257,neutral,neutral_dominant,neutral,0.0,True,1,neutral
141,직원들에게 잔소리를 안한다,0.2651,0.5424,0.1926,negative,rule4_default,neutral,-0.2773,True,1,negative
140,최신정보를 꾸준히 학습,0.4816,0.0353,0.4831,neutral,neutral_dominant,neutral,0.0,True,1,neutral
139,부하 직원들에게 수평적인 자세,0.2153,0.7496,0.0351,negative,rule4_default,negative,-0.5343,True,1,negative
138,수평적인 관계 유지에 따른 조직 유연성 확보,0.4304,0.0427,0.5269,neutral,neutral_dominant,neutral,0.0,True,1,neutral
137,업무에 대한 해박한 지식,0.3737,0.0644,0.5619,neutral,neutral_dominant,neutral,0.0,True,1,neutral
136,수평적 의사소통능력,0.282,0.1174,0.6007,neutral,neutral_dominant,neutral,0.0,True,1,neutral
135,직무 관심도 높음,0.2065,0.2272,0.5663,neutral,neutral_dominant,neutral,0.0,True,1,neutral
134,스스로 성과에 만족못해 계속 개선을 시도한다,0.243,0.3546,0.4025,neutral,neutral_dominant,neutral,0.0,True,1,neutral
133,"열정넘침 항상과함, 자발적참여유도",0.0801,0.8707,0.0492,negative,rule4_default,negative,-0.7906,True,1,negative
132,불필요한 의전을 지양함,0.1304,0.4317,0.438,neutral,neutral_dominant,neutral,0.0,True,5,neutral
131,인자한 상사,0.4636,0.0596,0.4768,neutral,neutral_dominant,neutral,0.0,True,2,neutral
130,챙겨야 할 것과 위임할 것의 구분이 확실함,0.3472,0.2968,0.3561,neutral,neutral_dominant,neutral,0.0,True,3,neutral
129,비전과 정책을 명확히 제시하여 조직이 추구하는 업무방향을 지도함,0.3493,0.0451,0.6056,neutral,neutral_dominant,neutral,0.0,False,2,neutral
128,쓸데없는 업무를 만들어내지 않음,0.3711,0.434,0.1949,negative,rule4_default,negative,-0.0629,False,5,negative
127,솔선수범하여 모범을 보임,0.5748,0.378,0.0472,positive,rule3_last_low,negative,-0.9528,True,1,negative
126,업무지시에 있어서 명확한 업무지시 등 불필요한 업무지시가 없음,0.3331,0.1014,0.5655,neutral,neutral_dominant,neutral,0.0,True,1,neutral
125,구성원들의 자발적 참여를 유도,0.251,0.0818,0.6672,neutral,neutral_dominant,neutral,0.0,True,2,neutral
124,사업소 업무에 대한 열정,0.402,0.3263,0.2717,positive,rule3_last_low,negative,-0.7283,True,1,negative
123,명확한 기준으로 업무처리,0.262,0.6712,0.0669,negative,rule4_default,negative,-0.4092,True,1,negative
122,비전과 정책을 명확히 제시,0.2815,0.4545,0.264,negative,rule3_last_low,negative,-0.736,True,1,negative
121,직원들에 관심이 많음,0.4232,0.2779,0.2989,positive,rule3_last_low,negative,-0.7011,True,1,negative
120,구성원들 자발적 참여 유도,0.1598,0.0844,0.7558,neutral,neutral_dominant,neutral,0.0,True,1,neutral
119,도전적인 목표를 설정하여 달성하려함,0.4136,0.0395,0.5469,neutral,neutral_dominant,neutral,0.0,True,1,neutral
118,"업무지시를 정확히 하여, 수행함에 있어 혼선이 없도록 함",0.425,0.0445,0.5305,neutral,neutral_dominant,neutral,0.0,True,1,neutral
117,"해당 분야 오랜 경험, 수평적 업무지시",0.3742,0.0428,0.5831,neutral,neutral_dominant,neutral,0.0,True,1,neutral
116,"목표를 위한 구체적 전략 제시,우선순위를 정하여 해결책 제시",0.3736,0.1923,0.4341,neutral,neutral_dominant,neutral,0.0,True,1,neutral
115,수평적 의사소통,0.1896,0.0696,0.7407,neutral,neutral_dominant,neutral,0.0,True,1,neutral
114,부서원들끼리 잘 어울리 수 있도록 분위기를 조성함,0.3102,0.0929,0.5968,neutral,neutral_dominant,neutral,0.0,True,1,neutral
113,조직원들에게 관심이 많음,0.4095,0.1551,0.4355,neutral,neutral_dominant,neutral,0.0,True,1,neutral
112,상황변화에 대한 인식이 확실함,0.4742,0.3387,0.1871,positive,rule3_last_low,negative,-0.8129,True,1,negative
111,해당 분야 오랜 경험으로 부서원들에게 구체적 업무 지시,0.3771,0.0409,0.582,neutral,neutral_dominant,neutral,0.0,True,1,neutral
110,조직이 추구하는 업무방향 이해능력,0.2161,0.229,0.5549,neutral,neutral_dominant,neutral,0.0,True,1,neutral
109,불필요한 업무지시를 지양함,0.1067,0.4232,0.47,neutral,neutral_dominant,neutral,0.0,True,1,neutral
108,솔선수범하고 명확한 업무지시,0.4242,0.4654,0.1104,negative,rule3_last_low,negative,-0.8896,True,1,negative
107,업무 지시가 명확합니다,0.4091,0.31,0.2809,positive,rule3_last_low,negative,-0.7191,True,1,negative
106,규정에 의거한 업무처리 및 개선방향 코치,0.3685,0.1005,0.531,neutral,neutral_dominant,neutral,0.0,True,1,neutral
105,사업소 인원 모두를 살피심,0.2638,0.2949,0.4413,neutral,neutral_dominant,neutral,0.0,False,2,neutral
104,안전에 대한 경각심을 가지고 업무에 임한다,0.4236,0.4166,0.1599,positive,rule3_last_low,negative,-0.8402,True,1,negative
103,직원과 소통을 중요시 합니다,0.3409,0.1226,0.5365,neutral,neutral_dominant,neutral,0.0,True,1,neutral
102,"구체적 전략 제시, 솔선수범,",0.3712,0.4401,0.1887,negative,rule3_last_low,negative,-0.8113,True,1,negative
101,지사와 업무수행에 필요한 핵심 목표를 수립하며 자발적으로 추진할수 있도록 동기를 부여함,0.383,0.0293,0.5877,neutral,neutral_dominant,neutral,0.0,True,1,neutral
100,조직목표 달성을 위해 성과 도출,0.2101,0.0734,0.7165,neutral,neutral_dominant,neutral,0.0,True,1,neutral
99,조직 목표 달성을 위해 전략적으로 부서를 이끌고 성과를 창출합니다,0.3242,0.0309,0.6449,neutral,neutral_dominant,neutral,0.0,True,1,neutral
98,최신 지식,0.2728,0.0472,0.68,neutral,neutral_dominant,neutral,0.0,False,2,neutral
97,비전과 정책을 명확히 제시,0.2815,0.4545,0.264,negative,rule3_last_low,negative,-0.736,True,1,negative
96,성과기여도와 업무열의가 있음,0.4297,0.1306,0.4397,neutral,neutral_dominant,neutral,0.0,True,1,neutral
95,부하 중심의 쌍방향 커뮤니케이이션,0.254,0.1001,0.6459,neutral,neutral_dominant,neutral,0.0,True,1,neutral
94,"회의시에도 개인카드로 커피를 내시거나, 식사비도 개인카드로~",0.172,0.6884,0.1396,negative,rule4_default,negative,-0.5164,False,4,negative
93,비전과 정책을 명확히 제시 / 조직이 추구하는 업무방향 이해,0.3721,0.0396,0.5883,neutral,neutral_dominant,neutral,0.0,True,1,neutral
92,비전과 정책을 명확히 제시,0.2815,0.4545,0.264,negative,rule3_last_low,negative,-0.736,True,1,negative
91,업무에 열성적입니다,0.4115,0.3886,0.1999,positive,rule3_last_low,negative,-0.8001,True,1,negative
90,배전운영실 업무관련 협조적,0.4718,0.0449,0.4833,neutral,neutral_dominant,neutral,0.0,True,1,neutral
89,목표를 위한 구체적 전략 제시,0.2307,0.1319,0.6374,neutral,neutral_dominant,neutral,0.0,True,1,neutral
88,수평적 의사소통으로 구성원들의 자발적 참여를 유도함,0.4583,0.0271,0.5146,neutral,neutral_dominant,neutral,0.0,True,1,neutral
87,업무효율증대를 위한 노력,0.3404,0.4223,0.2373,negative,rule3_last_low,negative,-0.7627,True,1,negative
86,우선순위를 정하여 해결책 제시,0.3686,0.3766,0.2548,negative,rule3_last_low,negative,-0.7452,True,1,negative
85,세부사항에 대해 검토를 중요시,0.2918,0.222,0.4862,neutral,neutral_dominant,neutral,0.0,True,1,neutral
84,자발적 참여 유도,0.1979,0.0919,0.7102,neutral,neutral_dominant,neutral,0.0,True,1,neutral
83,수평적인 의사소통과 적극적인 대외 활동,0.3414,0.025,0.6336,neutral,neutral_dominant,neutral,0.0,True,1,neutral
82,매사에 매우 의욕적이심,0.5033,0.3722,0.1246,positive,rule3_last_low,negative,-0.8755,True,1,negative
81,직원들을 이해하려고 하는 마음이 큼,0.3935,0.5936,0.0129,negative,rule4_default,negative,-0.2001,True,1,negative
80,상대방의 이해 / 민원인과 소통,0.4522,0.0882,0.4595,neutral,neutral_dominant,neutral,0.0,True,1,neutral
79,상황에 따라 원활히 대처,0.3344,0.0464,0.6192,neutral,neutral_dominant,neutral,0.0,True,1,neutral
78,"자기개발에 힘씀, 업무외에도 학구열이 높음",0.4315,0.0884,0.4802,neutral,neutral_dominant,neutral,0.0,True,1,neutral
77,전문적 업무지식 전달,0.21,0.0417,0.7483,neutral,neutral_dominant,neutral,0.0,True,2,neutral
76,업무 협의를 통한 필요한 네트워크 형성,0.2864,0.0373,0.6763,neutral,neutral_dominant,neutral,0.0,True,1,neutral
75,수평적 리더십,0.1942,0.2505,0.5554,neutral,neutral_dominant,neutral,0.0,True,1,neutral
74,보안필요점이 존재하지 않음,0.07,0.5177,0.4123,negative,rule4_default,negative,-0.4477,True,1,negative
73,도전적 목표 설정을 통해 조직의 성과를 극대화,0.4777,0.0265,0.4958,neutral,neutral_dominant,neutral,0.0,True,1,neutral
72,상대방의 이해와 명확한 업무지시,0.376,0.1972,0.4268,neutral,neutral_dominant,neutral,0.0,True,1,neutral
71,ㅁㄴㅇㄻㄴㅇㄻㄴㅇㄻㄴㅇㄻㄴㅇㄻㄴㅇㄹ,0.0735,0.4535,0.473,neutral,neutral_dominant,neutral,0.0,True,1,neutral
70,공감능력과 대화하는 분위기를 조성함,0.3825,0.1618,0.4557,neutral,neutral_dominant,neutral,0.0,True,1,neutral
69,수평적 의사소통,0.1896,0.0696,0.7407,neutral,neutral_dominant,neutral,0.0,True,1,neutral
68,상대방의 이해와 명확한 의사전달,0.4482,0.3584,0.1933,positive,rule3_last_low,negative,-0.8066,True,1,negative
67,의견을 경청하여 업무를 처리함,0.3247,0.1391,0.5363,neutral,neutral_dominant,neutral,0.0,True,3,neutral
66,굵직한 업무처리 시 브레인스토밍과 같은 여러사람의,0.4093,0.035,0.5557,neutral,neutral_dominant,neutral,0.0,False,3,neutral
65,도전적 목표 설정,0.2795,0.056,0.6645,neutral,neutral_dominant,neutral,0.0,True,1,neutral
64,구성원들의 자발적 참여를 유도함,0.2924,0.0544,0.6532,neutral,neutral_dominant,neutral,0.0,True,1,neutral
63,목표를 위한 구체적 전략 제시,0.2307,0.1319,0.6374,neutral,neutral_dominant,neutral,0.0,True,1,neutral
62,성실성실성실성실성실,0.1008,0.8737,0.0255,negative,rule4_default,negative,-0.7729,True,1,negative
61,최신 지식 정보를 꾸준히 학습,0.4644,0.0273,0.5083,neutral,neutral_dominant,neutral,0.0,True,1,neutral
60,업무의 중요도에 따른 관심도에 차별을 두며 고압적이지 않습니다,0.3283,0.0748,0.5968,neutral,neutral_dominant,neutral,0.0,True,1,neutral
59,전력지사의 최고책임자로서 공감능력이 우수함,0.2923,0.6633,0.0444,negative,rule4_default,negative,-0.371,True,1,negative
58,목표를 위한 구체적 전략제시,0.2883,0.235,0.4766,neutral,neutral_dominant,neutral,0.0,True,1,neutral
57,수평적 의사소통과 리더십으로 문제해결,0.4382,0.0289,0.5329,neutral,neutral_dominant,neutral,0.0,True,1,neutral
56,학구열이 높음,0.1119,0.4365,0.4516,neutral,neutral_dominant,neutral,0.0,False,2,neutral
55,명확한 의사전달,0.0659,0.8882,0.0458,negative,rule4_default,negative,-0.8223,True,2,negative
54,상대방의이해,0.093,0.6183,0.2887,negative,rule4_default,negative,-0.5253,False,2,negative
50,자발적 참여를 유도함,0.3474,0.0513,0.6014,neutral,neutral_dominant,neutral,0.0,True,2,neutral
49,"전문성, 업무 열의",0.393,0.4963,0.1107,negative,rule3_last_low,negative,-0.8893,True,1,negative
